team,game_date,batter_hand_split,PA,K,BB,HR,H,team_allowed_k_rate_vs_hand,team_allowed_bb_rate_vs_hand,team_allowed_hr_rate_vs_hand,team_allowed_h_rate_vs_hand,team_hand_key,team_allowed_k_rate_vs_hand_last7,team_allowed_bb_rate_vs_hand_last7,team_allowed_hr_rate_vs_hand_last7,team_allowed_h_rate_vs_hand_last7,team_allowed_k_rate_vs_hand_last10,team_allowed_bb_rate_vs_hand_last10,team_allowed_hr_rate_vs_hand_last10,team_allowed_h_rate_vs_hand_last10,team_allowed_k_rate_vs_hand_last14,team_allowed_bb_rate_vs_hand_last14,team_allowed_hr_rate_vs_hand_last14,team_allowed_h_rate_vs_hand_last14,team_allowed_k_rate_vs_hand_last21,team_allowed_bb_rate_vs_hand_last21,team_allowed_hr_rate_vs_hand_last21,team_allowed_h_rate_vs_hand_last21,team_allowed_k_rate_vs_hand_last30,team_allowed_bb_rate_vs_hand_last30,team_allowed_hr_rate_vs_hand_last30,team_allowed_h_rate_vs_hand_last30,team_allowed_k_rate_vs_hand_std,team_allowed_bb_rate_vs_hand_std,team_allowed_hr_rate_vs_hand_std,team_allowed_h_rate_vs_hand_std
ATH,2026-04-22,L,27,5,1,1,9,0.1852,0.037,0.037,0.3333,ATH_vs_L,0.2224,0.1325,0.0598,0.1902,0.2219,0.1111,0.0419,0.1827,0.2219,0.1111,0.0419,0.1827,0.2219,0.1111,0.0419,0.1827,0.2219,0.1111,0.0419,0.1827,0.2219,0.1111,0.0419,0.1827
ATH,2026-04-24,L,21,4,1,0,6,0.1905,0.0476,0.0,0.2857,ATH_vs_L,0.2092,0.106,0.0572,0.2299,0.2217,0.1148,0.0456,0.1973,0.2186,0.1043,0.0414,0.1964,0.2186,0.1043,0.0414,0.1964,0.2186,0.1043,0.0414,0.1964,0.2186,0.1043,0.0414,0.1964
ATH,2026-04-25,L,13,1,1,0,2,0.0769,0.0769,0.0,0.1538,ATH_vs_L,0.2196,0.0792,0.0572,0.2455,0.2033,0.1112,0.0456,0.2051,0.2163,0.0996,0.038,0.2039,0.2163,0.0996,0.038,0.2039,0.2163,0.0996,0.038,0.2039,0.2163,0.0996,0.038,0.2039
ATH,2026-04-26,L,24,4,3,0,3,0.1667,0.125,0.0,0.125,ATH_vs_L,0.1921,0.0792,0.0517,0.2125,0.201,0.1089,0.0456,0.2104,0.2055,0.0979,0.0351,0.2,0.2055,0.0979,0.0351,0.2,0.2055,0.0979,0.0351,0.2,0.2055,0.0979,0.0351,0.2
ATH,2026-04-28,L,17,5,1,0,2,0.2941,0.0588,0.0,0.1176,ATH_vs_L,0.1929,0.074,0.0379,0.212,0.1898,0.0992,0.04,0.2174,0.2028,0.0998,0.0326,0.1947,0.2028,0.0998,0.0326,0.1947,0.2028,0.0998,0.0326,0.1947,0.2028,0.0998,0.0326,0.1947
ATH,2026-04-29,L,19,6,3,0,2,0.3158,0.1579,0.0,0.1053,ATH_vs_L,0.18,0.0714,0.0159,0.1958,0.2075,0.0815,0.04,0.2115,0.2104,0.104,0.0326,0.1897,0.2089,0.0971,0.0304,0.1895,0.2089,0.0971,0.0304,0.1895,0.2089,0.0971,0.0304,0.1895
ATH,2026-04-30,L,11,4,1,0,2,0.3636,0.0909,0.0,0.1818,ATH_vs_L,0.2092,0.0887,0.0053,0.1685,0.2121,0.0896,0.0362,0.1836,0.2062,0.1093,0.0326,0.1823,0.2155,0.1009,0.0285,0.1843,0.2155,0.1009,0.0285,0.1843,0.2155,0.1009,0.0285,0.1843
ATH,2026-05-01,L,36,7,6,0,8,0.1944,0.1667,0.0,0.2222,ATH_vs_L,0.2275,0.0849,0.0053,0.1861,0.2324,0.0826,0.0265,0.1889,0.225,0.1087,0.0326,0.1882,0.2243,0.1003,0.0268,0.1841,0.2243,0.1003,0.0268,0.1841,0.2243,0.1003,0.0268,0.1841
ATH,2026-05-02,L,27,4,5,1,7,0.1481,0.1852,0.037,0.2593,ATH_vs_L,0.2289,0.1034,0.0,0.1702,0.2134,0.0916,0.0111,0.188,0.219,0.1047,0.0286,0.2001,0.2226,0.104,0.0253,0.1862,0.2226,0.104,0.0253,0.1862,0.2226,0.104,0.0253,0.1862
ATH,2026-05-03,L,34,4,3,1,7,0.1176,0.0882,0.0294,0.2059,ATH_vs_L,0.2228,0.1231,0.0053,0.1664,0.2171,0.1064,0.0074,0.1843,0.2212,0.1011,0.0312,0.206,0.2187,0.1082,0.0259,0.1901,0.2187,0.1082,0.0259,0.1901,0.2187,0.1082,0.0259,0.1901
ATH,2026-05-05,L,23,4,1,3,10,0.1739,0.0435,0.1304,0.4348,ATH_vs_L,0.2286,0.1247,0.0095,0.1739,0.2053,0.1034,0.0103,0.199,0.2104,0.1019,0.0306,0.1932,0.2136,0.1072,0.0261,0.1909,0.2136,0.1072,0.0261,0.1909,0.2136,0.1072,0.0261,0.1909
ATH,2026-05-06,L,16,3,1,0,5,0.1875,0.0625,0.0,0.3125,ATH_vs_L,0.2297,0.113,0.0281,0.2181,0.2042,0.1041,0.0197,0.2091,0.2113,0.0935,0.033,0.215,0.2117,0.1042,0.0311,0.2025,0.2117,0.1042,0.0311,0.2025,0.2117,0.1042,0.0311,0.2025
ATH,2026-05-07,L,20,5,1,1,4,0.25,0.05,0.05,0.2,ATH_vs_L,0.2144,0.1136,0.0281,0.246,0.2039,0.1056,0.0197,0.2118,0.1972,0.0925,0.022,0.2209,0.2117,0.1072,0.0311,0.2084,0.2106,0.1023,0.0297,0.2075,0.2106,0.1023,0.0297,0.2075
ATH,2026-05-08,L,9,2,2,0,1,0.2222,0.2222,0.0,0.1111,ATH_vs_L,0.205,0.0981,0.0353,0.2595,0.2212,0.1029,0.0247,0.2164,0.2071,0.0934,0.0203,0.214,0.2058,0.1056,0.0335,0.208,0.2123,0.1,0.0305,0.2072,0.2123,0.1,0.0305,0.2072
ATH,2026-05-09,L,22,7,1,0,8,0.3182,0.0455,0.0,0.3636,ATH_vs_L,0.1848,0.1169,0.0353,0.2494,0.2267,0.1126,0.0247,0.215,0.2062,0.1009,0.0203,0.2177,0.2116,0.1114,0.0335,0.2086,0.2128,0.1051,0.0293,0.2032,0.2128,0.1051,0.0293,0.2032
ATH,2026-05-10,L,20,5,0,0,6,0.25,0.0,0.0,0.3,ATH_vs_L,0.2025,0.0996,0.0353,0.2696,0.2291,0.1113,0.0247,0.2396,0.2157,0.1015,0.0176,0.2199,0.2135,0.103,0.0308,0.2232,0.217,0.1027,0.0281,0.2096,0.217,0.1027,0.0281,0.2096
ATH,2026-05-12,L,17,5,2,1,4,0.2941,0.1176,0.0588,0.2353,ATH_vs_L,0.2171,0.0731,0.03,0.2754,0.2226,0.0955,0.0247,0.2591,0.2199,0.0981,0.0176,0.2209,0.2198,0.0918,0.0308,0.2291,0.2182,0.0988,0.027,0.2131,0.2182,0.0988,0.027,0.2131
ATH,2026-05-13,L,21,3,1,0,8,0.1429,0.0476,0.0,0.381,ATH_vs_L,0.2423,0.0773,0.0342,0.2796,0.2156,0.0981,0.0306,0.2645,0.2355,0.101,0.0218,0.2267,0.221,0.0937,0.0318,0.222,0.2211,0.0995,0.0282,0.2139,0.2211,0.0995,0.0282,0.2139
ATH,2026-05-14,L,19,3,2,1,2,0.1579,0.1053,0.0526,0.1053,ATH_vs_L,0.2378,0.0779,0.0155,0.2719,0.2105,0.0862,0.0306,0.2803,0.2338,0.0955,0.0218,0.245,0.2201,0.0883,0.0272,0.234,0.2183,0.0976,0.0272,0.2198,0.2183,0.0976,0.0272,0.2198
ATH,2026-05-15,L,18,1,2,1,5,0.0556,0.1111,0.0556,0.2778,ATH_vs_L,0.2336,0.084,0.0231,0.2423,0.2114,0.0782,0.0321,0.2649,0.224,0.0988,0.0256,0.2441,0.2093,0.0897,0.0224,0.228,0.2162,0.0979,0.0281,0.2159,0.2162,0.0979,0.0281,0.2159
ATH,2026-05-16,L,20,5,2,0,6,0.25,0.1,0.0,0.3,ATH_vs_L,0.2058,0.0928,0.0239,0.2534,0.2052,0.0805,0.0347,0.2721,0.2054,0.0954,0.0296,0.2565,0.2067,0.0932,0.0215,0.2271,0.2108,0.0983,0.029,0.218,0.2108,0.0983,0.029,0.218
ATH,2026-05-17,L,17,1,1,1,5,0.0588,0.0588,0.0588,0.2941,ATH_vs_L,0.2098,0.0753,0.0239,0.2804,0.2128,0.0862,0.0217,0.2587,0.1973,0.0961,0.0296,0.2649,0.2074,0.0924,0.0215,0.2386,0.2129,0.1017,0.029,0.2217,0.2121,0.0984,0.0281,0.2206
ATH,2026-05-18,L,12,4,1,0,1,0.3333,0.0833,0.0,0.0833,ATH_vs_L,0.1727,0.0772,0.0323,0.2705,0.2,0.0858,0.0276,0.2568,0.1876,0.0884,0.0338,0.27,0.2014,0.0934,0.0225,0.2368,0.2024,0.1009,0.0309,0.2246,0.2073,0.0972,0.029,0.2229
ATH,2026-05-19,L,7,0,0,0,2,0.0,0.0,0.0,0.2857,ATH_vs_L,0.1847,0.0891,0.0323,0.2395,0.2083,0.0891,0.0226,0.2451,0.2009,0.0811,0.0311,0.2575,0.2082,0.0951,0.0225,0.2271,0.2101,0.1003,0.0309,0.224,0.2111,0.0967,0.0281,0.2187
ATH,2026-05-20,L,9,2,1,1,2,0.2222,0.1111,0.1111,0.2222,ATH_vs_L,0.1426,0.0723,0.0239,0.2467,0.1861,0.0669,0.0226,0.2626,0.1925,0.0748,0.029,0.2632,0.2045,0.0914,0.0225,0.2334,0.2009,0.0929,0.0291,0.2317,0.2049,0.0939,0.0273,0.2206
ATH,2026-04-12,R,15,2,1,0,1,0.1333,0.0667,0.0,0.0667,ATH_vs_R,,,,,,,,,,,,,,,,,,,,,,,,
ATH,2026-04-13,R,18,3,3,2,6,0.1667,0.1667,0.1111,0.3333,ATH_vs_R,0.1333,0.0667,0.0,0.0667,0.1333,0.0667,0.0,0.0667,0.1333,0.0667,0.0,0.0667,0.1333,0.0667,0.0,0.0667,0.1333,0.0667,0.0,0.0667,0.1333,0.0667,0.0,0.0667
ATH,2026-04-14,R,24,7,3,0,3,0.2917,0.125,0.0,0.125,ATH_vs_R,0.15,0.1167,0.0556,0.2,0.15,0.1167,0.0556,0.2,0.15,0.1167,0.0556,0.2,0.15,0.1167,0.0556,0.2,0.15,0.1167,0.0556,0.2,0.15,0.1167,0.0556,0.2
ATH,2026-04-15,R,18,3,1,1,4,0.1667,0.0556,0.0556,0.2222,ATH_vs_R,0.1972,0.1194,0.037,0.175,0.1972,0.1194,0.037,0.175,0.1972,0.1194,0.037,0.175,0.1972,0.1194,0.037,0.175,0.1972,0.1194,0.037,0.175,0.1972,0.1194,0.037,0.175
ATH,2026-04-16,R,30,5,4,1,7,0.1667,0.1333,0.0333,0.2333,ATH_vs_R,0.1896,0.1035,0.0417,0.1868,0.1896,0.1035,0.0417,0.1868,0.1896,0.1035,0.0417,0.1868,0.1896,0.1035,0.0417,0.1868,0.1896,0.1035,0.0417,0.1868,0.1896,0.1035,0.0417,0.1868
ATH,2026-04-17,R,20,4,2,0,5,0.2,0.1,0.0,0.25,ATH_vs_R,0.185,0.1094,0.04,0.1961,0.185,0.1094,0.04,0.1961,0.185,0.1094,0.04,0.1961,0.185,0.1094,0.04,0.1961,0.185,0.1094,0.04,0.1961,0.185,0.1094,0.04,0.1961
ATH,2026-04-18,R,20,2,3,0,4,0.1,0.15,0.0,0.2,ATH_vs_R,0.1875,0.1079,0.0333,0.2051,0.1875,0.1079,0.0333,0.2051,0.1875,0.1079,0.0333,0.2051,0.1875,0.1079,0.0333,0.2051,0.1875,0.1079,0.0333,0.2051,0.1875,0.1079,0.0333,0.2051
ATH,2026-04-19,R,28,6,2,2,7,0.2143,0.0714,0.0714,0.25,ATH_vs_R,0.175,0.1139,0.0286,0.2044,0.175,0.1139,0.0286,0.2044,0.175,0.1139,0.0286,0.2044,0.175,0.1139,0.0286,0.2044,0.175,0.1139,0.0286,0.2044,0.175,0.1139,0.0286,0.2044
ATH,2026-04-20,R,11,6,0,0,2,0.5455,0.0,0.0,0.1818,ATH_vs_R,0.1866,0.1146,0.0388,0.2306,0.1799,0.1086,0.0339,0.2101,0.1799,0.1086,0.0339,0.2101,0.1799,0.1086,0.0339,0.2101,0.1799,0.1086,0.0339,0.2101,0.1799,0.1086,0.0339,0.2101
ATH,2026-04-21,R,20,1,1,1,7,0.05,0.05,0.05,0.35,ATH_vs_R,0.2407,0.0908,0.0229,0.2089,0.2205,0.0965,0.0302,0.2069,0.2205,0.0965,0.0302,0.2069,0.2205,0.0965,0.0302,0.2069,0.2205,0.0965,0.0302,0.2069,0.2205,0.0965,0.0302,0.2069
ATH,2026-04-22,R,13,3,0,0,5,0.2308,0.0,0.0,0.3846,ATH_vs_R,0.2062,0.08,0.03,0.2411,0.2035,0.0919,0.0321,0.2212,0.2035,0.0919,0.0321,0.2212,0.2035,0.0919,0.0321,0.2212,0.2035,0.0919,0.0321,0.2212,0.2035,0.0919,0.0321,0.2212
ATH,2026-04-24,R,14,3,0,0,2,0.2143,0.0,0.0,0.1429,ATH_vs_R,0.2153,0.0721,0.0221,0.2643,0.2132,0.0852,0.0321,0.253,0.206,0.0835,0.0292,0.2361,0.206,0.0835,0.0292,0.2361,0.206,0.0835,0.0292,0.2361,0.206,0.0835,0.0292,0.2361
ATH,2026-04-25,R,19,4,1,1,3,0.2105,0.0526,0.0526,0.1579,ATH_vs_R,0.2221,0.0531,0.0173,0.2513,0.218,0.0685,0.021,0.234,0.2066,0.0766,0.0268,0.2283,0.2066,0.0766,0.0268,0.2283,0.2066,0.0766,0.0268,0.2283,0.2066,0.0766,0.0268,0.2283
ATH,2026-04-26,R,15,6,2,0,3,0.4,0.1333,0.0,0.2,ATH_vs_R,0.2236,0.0463,0.0249,0.2382,0.2099,0.0613,0.0263,0.2373,0.2069,0.0747,0.0288,0.2229,0.2069,0.0747,0.0288,0.2229,0.2069,0.0747,0.0288,0.2229,0.2069,0.0747,0.0288,0.2229
ATH,2026-04-28,R,24,2,2,2,6,0.0833,0.0833,0.0833,0.25,ATH_vs_R,0.2665,0.0439,0.0249,0.2382,0.2332,0.0691,0.0207,0.2351,0.2207,0.0789,0.0267,0.2213,0.2207,0.0789,0.0267,0.2213,0.2207,0.0789,0.0267,0.2213,0.2207,0.0789,0.0267,0.2213
ATH,2026-04-29,R,15,3,1,0,4,0.2,0.0667,0.0,0.2667,ATH_vs_R,0.2478,0.0456,0.0266,0.2382,0.2249,0.0641,0.0257,0.2367,0.2172,0.0801,0.0327,0.2344,0.2116,0.0792,0.0305,0.2232,0.2116,0.0792,0.0305,0.2232,0.2116,0.0792,0.0305,0.2232
ATH,2026-04-30,R,32,2,3,2,8,0.0625,0.0938,0.0625,0.25,ATH_vs_R,0.1984,0.0551,0.0266,0.2503,0.2249,0.0607,0.0257,0.2384,0.2195,0.0729,0.0247,0.2296,0.2109,0.0784,0.0286,0.2259,0.2109,0.0784,0.0286,0.2259,0.2109,0.0784,0.0286,0.2259
ATH,2026-05-01,R,9,2,2,1,3,0.2222,0.2222,0.1111,0.3333,ATH_vs_R,0.2002,0.0614,0.0284,0.236,0.2211,0.0551,0.032,0.2434,0.2032,0.0707,0.0292,0.2385,0.2021,0.0793,0.0306,0.2273,0.2021,0.0793,0.0306,0.2273,0.2021,0.0793,0.0306,0.2273
ATH,2026-05-02,R,21,4,1,2,7,0.1905,0.0476,0.0952,0.3333,ATH_vs_R,0.199,0.0931,0.0442,0.2287,0.2219,0.0702,0.036,0.2517,0.2071,0.0826,0.0332,0.2465,0.2032,0.0873,0.0351,0.2332,0.2032,0.0873,0.0351,0.2332,0.2032,0.0873,0.0351,0.2332
ATH,2026-05-03,R,2,1,0,0,0,0.5,0.0,0.0,0.0,ATH_vs_R,0.1956,0.0999,0.0578,0.2559,0.1864,0.075,0.0455,0.2669,0.2088,0.0765,0.0376,0.2536,0.2026,0.0852,0.0382,0.2385,0.2026,0.0852,0.0382,0.2385,0.2026,0.0852,0.0382,0.2385
ATH,2026-05-05,R,18,2,2,0,4,0.1111,0.1111,0.0,0.2222,ATH_vs_R,0.2369,0.0924,0.0503,0.2333,0.2314,0.07,0.0405,0.2319,0.2303,0.0694,0.0376,0.2358,0.2174,0.0809,0.0363,0.2266,0.2174,0.0809,0.0363,0.2266,0.2174,0.0809,0.0363,0.2266
ATH,2026-05-06,R,21,3,0,1,7,0.1429,0.0,0.0476,0.3333,ATH_vs_R,0.1957,0.0892,0.0503,0.2365,0.2194,0.0811,0.0405,0.2156,0.2311,0.0666,0.0376,0.2373,0.2124,0.0823,0.0346,0.2263,0.2124,0.0823,0.0346,0.2263,0.2124,0.0823,0.0346,0.2263
ATH,2026-05-07,R,12,4,0,0,2,0.3333,0.0,0.0,0.1667,ATH_vs_R,0.2042,0.0773,0.0452,0.2484,0.2123,0.0811,0.0452,0.2347,0.226,0.0615,0.0359,0.2433,0.2128,0.0792,0.0369,0.239,0.2092,0.0786,0.0352,0.2312,0.2092,0.0786,0.0352,0.2312
ATH,2026-05-08,R,26,7,2,2,3,0.2692,0.0769,0.0769,0.1154,ATH_vs_R,0.2232,0.0678,0.0452,0.2341,0.2246,0.0758,0.04,0.2356,0.2108,0.0615,0.0359,0.2422,0.2208,0.0712,0.0316,0.2311,0.2146,0.0752,0.0336,0.2284,0.2146,0.0752,0.0336,0.2284
ATH,2026-05-09,R,17,4,3,0,1,0.2353,0.1765,0.0,0.0588,ATH_vs_R,0.2527,0.0654,0.0473,0.2149,0.2115,0.0702,0.0477,0.2271,0.2265,0.0634,0.0378,0.2255,0.2197,0.0689,0.0352,0.2307,0.2169,0.0753,0.0354,0.2237,0.2169,0.0753,0.0354,0.2237
ATH,2026-05-10,R,14,5,5,0,0,0.3571,0.3571,0.0,0.0,ATH_vs_R,0.2546,0.0589,0.0314,0.1757,0.2267,0.0795,0.0393,0.208,0.2268,0.076,0.0378,0.2022,0.223,0.0747,0.0326,0.2229,0.2176,0.0793,0.034,0.2171,0.2176,0.0793,0.034,0.2171
ATH,2026-05-12,R,25,4,2,0,7,0.16,0.08,0.0,0.28,ATH_vs_R,0.2784,0.1031,0.0178,0.1281,0.2424,0.1085,0.0393,0.1813,0.237,0.1015,0.0378,0.192,0.232,0.0854,0.031,0.2118,0.223,0.09,0.0327,0.2088,0.223,0.09,0.0327,0.2088
ATH,2026-05-13,R,19,3,0,0,5,0.1579,0.0,0.0,0.2632,ATH_vs_R,0.2299,0.1145,0.0178,0.1681,0.2522,0.1071,0.0331,0.1843,0.2334,0.1035,0.0341,0.2007,0.2301,0.0844,0.031,0.2132,0.2207,0.0896,0.0315,0.2114,0.2207,0.0896,0.0315,0.2114
ATH,2026-05-14,R,22,1,1,1,7,0.0455,0.0455,0.0455,0.3182,ATH_vs_R,0.2365,0.0986,0.0178,0.1739,0.2457,0.0849,0.022,0.1773,0.2161,0.0939,0.0341,0.2052,0.2329,0.0773,0.031,0.2162,0.2184,0.0864,0.0304,0.2132,0.2184,0.0864,0.0304,0.2132
ATH,2026-05-15,R,21,6,0,1,5,0.2857,0.0,0.0476,0.2381,ATH_vs_R,0.2226,0.1051,0.0175,0.1717,0.2312,0.0847,0.017,0.1758,0.2134,0.0912,0.0313,0.2101,0.2249,0.076,0.0298,0.2194,0.2125,0.085,0.0309,0.2169,0.2125,0.085,0.0309,0.2169
ATH,2026-05-16,R,24,6,0,2,8,0.25,0.0,0.0833,0.3333,ATH_vs_R,0.2158,0.1051,0.0243,0.1819,0.2098,0.0847,0.0218,0.1996,0.2195,0.0865,0.0347,0.208,0.2125,0.076,0.032,0.2221,0.2149,0.0822,0.0315,0.2176,0.2149,0.0822,0.0315,0.2176
ATH,2026-05-17,R,27,3,3,1,7,0.1111,0.1111,0.037,0.2593,ATH_vs_R,0.2131,0.0942,0.0252,0.2131,0.2237,0.0736,0.0301,0.2107,0.2329,0.0798,0.0362,0.214,0.222,0.0737,0.0336,0.2213,0.2188,0.08,0.0342,0.2265,0.216,0.0795,0.0331,0.2213
ATH,2026-05-18,R,16,6,0,1,1,0.375,0.0,0.0625,0.0625,ATH_vs_R,0.1953,0.0848,0.0305,0.2417,0.2205,0.0847,0.029,0.2033,0.225,0.0718,0.0309,0.2087,0.2163,0.0789,0.0354,0.2154,0.2169,0.0781,0.0318,0.224,0.2127,0.0805,0.0333,0.2225
ATH,2026-05-19,R,37,5,3,1,8,0.1351,0.0811,0.027,0.2162,ATH_vs_R,0.1979,0.0338,0.0394,0.2506,0.2247,0.0847,0.0353,0.1929,0.2382,0.0684,0.0286,0.1894,0.224,0.0789,0.0383,0.2115,0.2197,0.0739,0.0339,0.2219,0.2177,0.0781,0.0341,0.2176
ATH,2026-05-20,R,31,5,3,2,4,0.1613,0.0968,0.0645,0.129,ATH_vs_R,0.1943,0.0339,0.0433,0.2415,0.2113,0.0851,0.0303,0.203,0.2121,0.0742,0.0305,0.2048,0.2204,0.0803,0.0371,0.2143,0.2187,0.0748,0.0329,0.2217,0.2152,0.0782,0.0339,0.2176
ATL,2026-04-12,L,12,0,1,0,6,0.0,0.0833,0.0,0.5,ATL_vs_L,,,,,,,,,,,,,,,,,,,,,,,,
ATL,2026-04-13,L,23,5,2,0,6,0.2174,0.087,0.0,0.2609,ATL_vs_L,0.0,0.0833,0.0,0.5,0.0,0.0833,0.0,0.5,0.0,0.0833,0.0,0.5,0.0,0.0833,0.0,0.5,0.0,0.0833,0.0,0.5,0.0,0.0833,0.0,0.5
ATL,2026-04-14,L,20,6,2,0,4,0.3,0.1,0.0,0.2,ATL_vs_L,0.1087,0.0851,0.0,0.3804,0.1087,0.0851,0.0,0.3804,0.1087,0.0851,0.0,0.3804,0.1087,0.0851,0.0,0.3804,0.1087,0.0851,0.0,0.3804,0.1087,0.0851,0.0,0.3804
ATL,2026-04-15,L,20,4,2,1,3,0.2,0.1,0.05,0.15,ATL_vs_L,0.1725,0.0901,0.0,0.3203,0.1725,0.0901,0.0,0.3203,0.1725,0.0901,0.0,0.3203,0.1725,0.0901,0.0,0.3203,0.1725,0.0901,0.0,0.3203,0.1725,0.0901,0.0,0.3203
ATL,2026-04-17,L,12,2,0,0,3,0.1667,0.0,0.0,0.25,ATL_vs_L,0.1793,0.0926,0.0125,0.2777,0.1793,0.0926,0.0125,0.2777,0.1793,0.0926,0.0125,0.2777,0.1793,0.0926,0.0125,0.2777,0.1793,0.0926,0.0125,0.2777,0.1793,0.0926,0.0125,0.2777
ATL,2026-04-18,L,11,5,0,0,1,0.4545,0.0,0.0,0.0909,ATL_vs_L,0.1768,0.0741,0.01,0.2722,0.1768,0.0741,0.01,0.2722,0.1768,0.0741,0.01,0.2722,0.1768,0.0741,0.01,0.2722,0.1768,0.0741,0.01,0.2722,0.1768,0.0741,0.01,0.2722
ATL,2026-04-19,L,25,3,3,1,5,0.12,0.12,0.04,0.2,ATL_vs_L,0.2231,0.0617,0.0083,0.242,0.2231,0.0617,0.0083,0.242,0.2231,0.0617,0.0083,0.242,0.2231,0.0617,0.0083,0.242,0.2231,0.0617,0.0083,0.242,0.2231,0.0617,0.0083,0.242
ATL,2026-04-20,L,26,6,2,1,1,0.2308,0.0769,0.0385,0.0385,ATL_vs_L,0.2084,0.07,0.0129,0.236,0.2084,0.07,0.0129,0.236,0.2084,0.07,0.0129,0.236,0.2084,0.07,0.0129,0.236,0.2084,0.07,0.0129,0.236,0.2084,0.07,0.0129,0.236
